AUDDKK,20170601,4.9649,4.977,4.884,4.8932,0
AUDEUR,20170601,0.6674,0.6691,0.6567,0.6579,0
AUDFJD,20170601,1.5503,1.5526,1.5198,1.5332,0
AUDGBP,20170601,0.5822,0.5833,0.5717,0.5727,0
AUDHKD,20170601,5.8106,5.8248,5.7435,5.7504,0
AUDHUF,20170601,205.28,205.81,202.05,202.44,0
AUDIDR,20170601,9769.4,9778.6,9671,9691.2,0
AUDILS,20170601,2.6416,2.6463,2.6145,2.6205,0
AUDINR,20170601,48.142,48.244,47.473,47.54,0
AUDJPY,20170601,82.662,82.946,81.905,82.209,0
AUDKRW,20170601,838.04,838.04,826.45,827.12,0
AUDMXN,20170601,13.9606,13.99,13.6894,13.762,0
AUDMYR,20170601,3.1928,3.1928,3.1601,3.163,0
AUDNOK,20170601,6.3008,6.3161,6.2168,6.2362,0
AUDNZD,20170601,1.0526,1.0538,1.0435,1.0451,0
AUDPHP,20170601,37.078,37.112,36.568,36.636,0
AUDPKR,20170601,78.198,78.198,77.994,77.994,0
AUDPLN,20170601,2.7853,2.7919,2.7439,2.7591,0
AUDSEK,20170601,6.5091,6.5275,6.3969,6.4043,0
AUDSGD,20170601,1.0332,1.0356,1.0212,1.0231,0
AUDTHB,20170601,25.428,25.457,25.146,25.184,0
AUDTRY,20170601,2.649,2.6525,2.5978,2.6053,0
AUDTWD,20170601,21.77,21.776,21.582,21.582,0
AUDUSD,20170601,0.7458,0.7476,0.7371,0.7381,0
AUDZAR,20170601,9.7821,9.8154,9.481,9.503,0
AWGUSD,20170601,0.5523,0.5525,0.5523,0.5525,0
BDTGBP,20170601,0.0095,0.0095,0.0094,0.0094,0
BDTJPY,20170601,1.3495,1.3501,1.3476,1.3501,0
BGNCNY,20170601,3.9111,3.9171,3.8896,3.8986,0
BGNDKK,20170601,3.7891,3.8057,3.7877,3.7882,0
BGNPLN,20170601,2.1343,2.1471,2.1304,2.1438,0
BGNUSD,20170601,0.5691,0.5745,0.5691,0.5711,0
BHDEUR,20170601,2.3574,2.3574,2.3422,2.3479,0
BHDPKR,20170601,277.83,277.83,277.74,277.76,0
BHDUSD,20170601,2.6335,2.634,2.6326,2.6326,0
BNDGBP,20170601,0.5559,0.5652,0.5508,0.5508,0
BRLARS,20170601,4.9559,4.9981,4.9337,4.9374,0
BRLAUD,20170601,0.4113,0.4202,0.4104,0.4165,0
BRLCAD,20170601,0.413,0.4189,0.4124,0.4153,0
BRLCHF,20170601,0.2994,0.3013,0.2976,0.2986,0
BRLEUR,20170601,0.2745,0.2768,0.2732,0.274,0
BRLHKD,20170601,2.3896,2.4172,2.3879,2.3943,0
BRLJPY,20170601,34.01,34.568,33.978,34.271,0
BRLKRW,20170601,344.99,348.187,342.919,344.822,0
BRLMXN,20170601,5.7456,5.7841,5.7097,5.7359,0
BRLRUB,20170601,17.396,17.589,17.31,17.313,0
BRLSEK,20170601,2.6774,2.7043,2.6681,2.6681,0
BRLSGD,20170601,0.4251,0.4299,0.4241,0.4261,0
BRLUSD,20170601,0.3068,0.3104,0.3068,0.3075,0
BRLZAR,20170601,4.0209,4.064,3.9646,3.9646,0
BWPCHF,20170601,0.0935,0.0935,0.0932,0.0933,0
BWPEUR,20170601,0.0858,0.0858,0.0856,0.0857,0
BWPGBP,20170601,0.075,0.075,0.0745,0.0745,0
BWPUSD,20170601,0.096,0.0964,0.096,0.096,0
BWPZAR,20170601,1.2743,1.2882,1.2518,1.2542,0
CADAED,20170601,2.7266,2.7334,2.7148,2.7173,0
CADARS,20170601,11.983,12.004,11.8663,11.8743,0
CADAUD,20170601,0.9953,1.005,0.9941,1.0022,0
CADBRL,20170601,2.4159,2.4198,2.3818,2.4026,0
CADCHF,20170601,0.7243,0.7255,0.7153,0.7182,0
CADCNH,20170601,5.067,5.067,5.067,5.067,0
CADCNY,20170601,5.0825,5.0869,5.0207,5.0302,0
CADDKK,20170601,4.9423,4.9526,4.8933,4.9049,0
CADEUR,20170601,0.6644,0.6658,0.6579,0.6594,0
CADGBP,20170601,0.5795,0.582,0.573,0.5741,0
CADHKD,20170601,5.7842,5.7958,5.759,5.7643,0
CADIDR,20170601,9722.7,9742.2,9685.1,9715,0
CADILS,20170601,2.6291,2.636,2.6151,2.6265,0
CADINR,20170601,47.922,47.977,47.623,47.657,0
CADISK,20170601,74.1128,74.24,72.9432,72.944,0
CADJPY,20170601,82.279,82.62,81.757,82.4,0
CADKRW,20170601,834.11,834.11,827.54,829.15,0
CADKWD,20170601,0.2249,0.2255,0.2239,0.2242,0
CADMXN,20170601,13.896,13.943,13.736,13.795,0
CADMYR,20170601,3.178,3.1828,3.1688,3.1711,0
CADNOK,20170601,6.2719,6.2877,6.2237,6.2505,0
CADNZD,20170601,1.0476,1.0503,1.0415,1.0473,0
CADPKR,20170601,77.803,77.803,77.775,77.775,0
CADPLN,20170601,2.7724,2.7788,2.7486,2.7642,0
CADRUB,20170601,41.99,42.22,41.648,41.74,0
CADSEK,20170601,6.4794,6.4993,6.4159,6.4192,0
CADSGD,20170601,1.0289,1.0302,1.0223,1.0256,0
CADTHB,20170601,25.309,25.336,25.164,25.243,0
CADTRY,20170601,2.6366,2.6383,2.6055,2.6114,0
CADTWD,20170601,21.673,21.678,21.606,21.649,0
CADUAH,20170601,19.634,19.634,19.634,19.634,0
CADUSD,20170601,0.7423,0.7442,0.7391,0.7399,0
CADZAR,20170601,9.7217,9.7748,9.5073,9.5238,0
CDFUSD,20170601,0.0007,0.0007,0.0007,0.0007,0
CHFAED,20170601,3.7633,3.7942,3.7633,3.7806,0
CHFARS,20170601,16.543,16.6671,16.4913,16.5265,0
CHFAUD,20170601,1.3739,1.3985,1.3705,1.3951,0
CHFBGN,20170601,1.7914,1.7914,1.7914,1.7914,0
CHFBRL,20170601,3.3348,3.3522,3.3136,3.3429,0
CHFBWP,20170601,10.397,10.439,10.397,10.424,0
CHFCAD,20170601,1.3799,1.3977,1.378,1.3918,0
CHFCNH,20170601,6.107,6.107,6.107,6.107,0
CHFCNY,20170601,7.0164,7.0402,6.9851,7.0014,0
CHFCZK,20170601,24.27,24.294,24.141,24.155,0
CHFDKK,20170601,6.8226,6.8433,6.8116,6.828,0
CHFEUR,20170601,0.917,0.9199,0.9162,0.918,0
CHFGBP,20170601,0.8,0.8037,0.7976,0.7992,0
CHFHKD,20170601,7.985,8.0586,7.9795,8.0246,0
CHFHUF,20170601,282.18,283.538,281.539,282.618,0
CHFIDR,20170601,13421,13532,13413.3,13521.5,0
CHFILS,20170601,3.6298,3.6606,3.6297,3.6557,0
CHFINR,20170601,66.154,66.65,66.059,66.331,0
CHFISK,20170601,102.21,102.64,101.21,101.24,0
CHFJPY,20170601,113.55,114.872,113.55,114.743,0
CHFKRW,20170601,1151.4,1156.75,1145.76,1154.01,0
CHFLVL,20170601,0.5671,0.5671,0.5671,0.5671,0
CHFMXN,20170601,19.183,19.338,19.099,19.203,0
CHFMYR,20170601,4.387,4.4319,4.3804,4.4134,0
CHFNOK,20170601,8.6563,8.7335,8.6523,8.7009,0
CHFNZD,20170601,1.4461,1.4628,1.4399,1.4578,0
CHFPKR,20170601,107.54,108.174,107.12,108.068,0
CHFPLN,20170601,3.8279,3.8597,3.8228,3.8481,0
CHFRON,20170601,4.1811,4.1943,4.1811,4.1885,0
CHFRUB,20170601,57.974,58.776,57.826,58.101,0
CHFSEK,20170601,8.9457,8.9932,8.9302,8.9348,0
CHFSGD,20170601,1.4206,1.4307,1.4164,1.4274,0
CHFSZL,20170601,13.24,13.294,13.24,13.253,0
CHFTHB,20170601,34.935,35.213,34.84,35.133,0
CHFTRY,20170601,3.6397,3.6578,3.623,3.6359,0
CHFTWD,20170601,29.929,30.129,29.929,30.119,0
CHFUSD,20170601,1.0245,1.034,1.0244,1.0299,0
CHFUZS,20170601,3965.5,3970.9,3955.1,3964.3,0
CHFZAR,20170601,13.4328,13.6384,13.2325,13.2569,0
CLPEUR,20170601,0.0013,0.0013,0.0013,0.0013,0
CLPGBP,20170601,0.0012,0.0012,0.0012,0.0012,0
CLPUSD,20170601,0.0015,0.0015,0.0015,0.0015,0
CNHHKD,20170601,1.1413,1.1571,1.1398,1.153,0
CNHIDR,20170601,1953,1953,1953,1953,0
CNHINR,20170601,9.46,9.46,9.46,9.46,0
CNHJPY,20170601,16.233,16.5028,16.223,16.4822,0
CNHKRW,20170601,164.3,164.3,164.3,164.3,0
CNHPHP,20170601,7.2988,7.2988,7.2988,7.2988,0
CNHTHB,20170601,5.002,5.002,5.002,5.002,0
CNHTWD,20170601,4.422,4.422,4.422,4.422,0
CNYAUD,20170601,0.1955,0.1994,0.1955,0.199,0
CNYBGN,20170601,0.255,0.2564,0.2539,0.2558,0
CNYCAD,20170601,0.1965,0.1989,0.1964,0.1986,0
CNYCHF,20170601,0.1423,0.143,0.1418,0.1426,0
CNYDKK,20170601,0.97,0.9749,0.9656,0.9729,0
CNYEUR,20170601,0.1304,0.1311,0.1298,0.1308,0
CNYGBP,20170601,0.1138,0.1147,0.1136,0.114,0
CNYHKD,20170601,1.1366,1.1481,1.1365,1.1446,0
CNYJPY,20170601,16.146,16.364,16.144,16.343,0
CNYKRW,20170601,163.86,164.89,163.41,164.6,0
CNYMYR,20170601,0.5718,0.5718,0.5718,0.5718,0
CNYNZD,20170601,0.2057,0.2085,0.2056,0.208,0
CNYPLN,20170601,0.545,0.5502,0.5446,0.5491,0
CNYUSD,20170601,0.1459,0.1474,0.1459,0.1469,0
CNYZAR,20170601,1.9114,1.9371,1.8872,1.8907,0
COPDKK,20170601,0.0023,0.0023,0.0022,0.0022,0
COPPLN,20170601,0.0013,0.0013,0.0013,0.0013,0
CRCGBP,20170601,0.0014,0.0014,0.0014,0.0014,0
CYPZAR,20170601,25.036,25.35,24.629,24.677,0
CZKCHF,20170601,0.0411,0.0414,0.0411,0.0413,0
CZKDKK,20170601,0.2808,0.2824,0.2806,0.2823,0
CZKEUR,20170601,0.0378,0.038,0.0377,0.038,0
CZKJPY,20170601,4.6759,4.7442,4.6746,4.7442,0
CZKMXN,20170601,0.7896,0.7973,0.7872,0.794,0
CZKNOK,20170601,0.3563,0.3602,0.3559,0.3598,0
CZKPLN,20170601,0.1575,0.1595,0.1573,0.1591,0
CZKSEK,20170601,0.3683,0.3715,0.368,0.3697,0
CZKUSD,20170601,0.0422,0.0427,0.0421,0.0426,0
DJFGBP,20170601,0.0043,0.0043,0.0042,0.0042,0
DKKAED,20170601,0.5513,0.5549,0.5513,0.5534,0
DKKAUD,20170601,0.2014,0.2047,0.2009,0.2043,0
DKKBGN,20170601,0.2619,0.263,0.2619,0.2619,0
DKKCAD,20170601,0.2023,0.2043,0.2019,0.2038,0
DKKCHF,20170601,14.653,14.665,14.576,14.642,0
DKKCNY,20170601,1.0283,1.0303,1.0225,1.0251,0
DKKCOP,20170601,429.86,433.49,429.86,433.49,0
DKKCZK,20170601,3.556,3.559,3.535,3.537,0
DKKEUR,20170601,0.1344,0.1345,0.1344,0.1344,0
DKKGBP,20170601,0.1172,0.1177,0.1167,0.117,0
DKKHKD,20170601,1.1703,1.179,1.1692,1.175,0
DKKHUF,20170601,41.354,41.465,41.247,41.375,0
DKKINR,20170601,9.7089,9.7519,9.6829,9.7053,0
DKKISK,20170601,14.997,15.024,14.837,14.841,0
DKKJPY,20170601,16.646,16.814,16.6371,16.8008,0
DKKLVL,20170601,0.0941,0.0941,0.0941,0.0941,0
DKKMXN,20170601,2.8113,2.8309,2.7956,2.8121,0
DKKMYR,20170601,0.6429,0.6485,0.6418,0.6463,0
DKKNOK,20170601,1.2685,1.2776,1.2682,1.274,0
DKKNZD,20170601,0.2119,0.2141,0.211,0.2135,0
DKKPHP,20170601,7.4634,7.5195,7.4563,7.487,0
DKKPKR,20170601,15.741,15.853,15.706,15.83,0
DKKPLN,20170601,0.5609,0.565,0.5601,0.5635,0
DKKSEK,20170601,1.3111,1.316,1.3079,1.3086,0
DKKSGD,20170601,0.2082,0.2094,0.2077,0.209,0
DKKTHB,20170601,5.1239,5.1657,5.111,5.1497,0
DKKTRY,20170601,0.5334,0.5349,0.5308,0.5324,0
DKKTWD,20170601,4.3881,4.4109,4.3881,4.4109,0
DKKUAH,20170601,3.9068,3.9264,3.9068,3.9257,0
DKKUSD,20170601,0.1502,0.1513,0.1501,0.1508,0
DKKZAR,20170601,1.9687,1.9947,1.9379,1.9418,0
DOPGBP,20170601,0.0166,0.0166,0.0164,0.0164,0
DZDEUR,20170601,0.0082,0.0082,0.0082,0.0082,0
DZDUSD,20170601,0.0092,0.0092,0.0092,0.0092,0
EGPEUR,20170601,0.0497,0.0497,0.0491,0.0495,0
EGPJPY,20170601,6.146,6.179,6.104,6.179,0
EGPPKR,20170601,5.819,5.819,5.771,5.773,0
EGPUSD,20170601,0.0555,0.0555,0.0551,0.0555,0
ETBGBP,20170601,0.0337,0.0337,0.0334,0.0334,0
EURAED,20170601,4.101,4.129,4.101,4.115,0
EURAFN,20170601,75.12,75.66,75.12,75.64,0
EURALL,20170601,131.7,131.7,131.6,131.6,0
EURAMD,20170601,507.06,512.7,507.06,511.46,0
EURARS,20170601,18.0351,18.1468,17.9515,18.0002,0
EURAUD,20170601,1.498,1.5227,1.4943,1.5197,0
EURBAM,20170601,1.9458,1.9458,1.9458,1.9458,0
EURBBD,20170601,2.182,2.1979,2.182,2.1979,0
EURBDT,20170601,88.289,88.921,88.289,88.921,0
EURBGN,20170601,1.9483,1.9562,1.9481,1.9484,0
EURBHD,20170601,0.4182,0.4211,0.4182,0.4199,0
EURBIF,20170601,1896.12,1909.15,1896.12,1909.15,0
EURBND,20170601,1.5208,1.5564,1.5208,1.5302,0
EURBOB,20170601,7.5519,7.6034,7.5519,7.6034,0
EURBRL,20170601,3.6357,3.6475,3.607,3.6414,0
EURBSD,20170601,1.1084,1.1158,1.1084,1.1158,0
EURBWP,20170601,11.3388,11.3581,11.3388,11.3558,0
EURBYR,20170601,16849,16849,16849,16849,0
EURBZD,20170601,2.1919,2.2068,2.1919,2.2068,0
EURCAD,20170601,1.5049,1.5199,1.5016,1.5161,0
EURCHF,20170601,1.0902,1.0911,1.0869,1.0891,0
EURCLP,20170601,738.49,742.84,738.49,741.77,0
EURCNH,20170601,7.6256,7.642,7.5647,7.5778,0
EURCNY,20170601,7.6494,7.6632,7.6155,7.625,0
EURCOP,20170601,3198,3225,3198,3225,0
EURCRC,20170601,629.57,629.57,627.11,627.11,0
EURCUP,20170601,1.085,1.093,1.085,1.093,0
EURCVE,20170601,110.27,110.27,110.27,110.27,0
EURCZK,20170601,26.4662,26.489,26.3052,26.314,0
EURDJF,20170601,194.71,196.03,194.71,196.03,0
EURDKK,20170601,7.4389,7.4401,7.4358,7.438,0
EURDOP,20170601,51.913,52.263,51.913,52.263,0
EURDZD,20170601,120.721,121.282,120.718,120.973,0
EUREGP,20170601,20.086,20.329,20.086,20.165,0
EURETB,20170601,25.4149,25.5853,25.4149,25.5853,0
EURFJD,20170601,2.322,2.3348,2.3039,2.3318,0
EURGBP,20170601,0.8721,0.8755,0.8684,0.8706,0
EURGHS,20170601,4.7711,4.8086,4.7711,4.8086,0
EURGNF,20170601,10071.1,10119.3,10071.1,10105.5,0
EURGTQ,20170601,7.998,8.056,7.998,8.056,0
EURHKD,20170601,8.7055,8.7693,8.6985,8.7403,0
EURHNL,20170601,25.74,25.885,25.74,25.885,0
EURHRK,20170601,7.4146,7.4149,7.4115,7.4126,0
EURHTG,20170601,75.47,75.91,75.47,75.91,0
EURHUF,20170601,307.689,308.451,306.858,307.897,0
EURIDR,20170601,14630.77,14728.3,14630.77,14728.3,0
EURILS,20170601,3.9568,3.9899,3.9504,3.9785,0
EURINR,20170601,72.122,72.5214,72.0178,72.2506,0
EURIQD,20170601,1272.76,1281.41,1272.76,1281.41,0
EURISK,20170601,111.56,111.752,110.369,110.392,0
EURJMD,20170601,143.478,144.443,143.478,144.443,0
EURJOD,20170601,0.7857,0.7906,0.7857,0.7882,0
EURJPY,20170601,123.827,125.085,123.817,124.976,0
EURKES,20170601,113.41,114.27,113.41,113.97,0
EURKHR,20170601,4441.3,4471.4,4441.3,4471.4,0
EURKRW,20170601,1255.2,1260.2,1248.8,1256.9,0
EURKWD,20170601,0.338,0.3403,0.338,0.3395,0
EURKYD,20170601,0.9095,0.9157,0.9095,0.9157,0
EURKZT,20170601,344.92,348.02,344.92,348.02,0
EURLAK,20170601,8900,8969.7,8900,8969.7,0
EURLBP,20170601,1642.2,1653.4,1642.2,1653.4,0
EURLKR,20170601,167.13,168.17,167.13,168.17,0
EURLSL,20170601,14.4261,14.4275,14.4022,14.4022,0
EURLTL,20170601,3.4528,3.4528,3.4528,3.4528,0
EURLVL,20170601,0.7016,0.7016,0.7016,0.7016,0
EURLYD,20170601,1.5282,1.5379,1.5282,1.5373,0
EURMAD,20170601,10.621,10.648,10.594,10.636,0
EURMDL,20170601,20.006,20.18,20.006,20.18,0
EURMKD,20170601,61.122,61.223,61.084,61.1,0
EURMMK,20170601,1504.398,1515.282,1504.398,1509.479,0
EURMOP,20170601,8.7527,8.8112,8.7527,8.8112,0
EURMRO,20170601,395.04,397.72,395.04,397.72,0
EURMUR,20170601,37.44,37.63,37.38,37.44,0
EURMVR,20170601,17.238,17.275,17.238,17.275,0
EURMWK,20170601,805.872,811.249,801.085,811.249,0
EURMXN,20170601,20.916,21.066,20.797,20.916,0
EURMYR,20170601,4.6966,4.8142,4.6966,4.7345,0
EURNAD,20170601,14.4261,14.4275,14.4022,14.4022,0
EURNGN,20170601,359,359,349.9,350.4,0
EURNIO,20170601,32.72,32.94,32.72,32.94,0
EURNOK,20170601,9.4393,9.5059,9.4347,9.4773,0
EURNPR,20170601,113.645,114.249,113.645,114.249,0
EURNZD,20170601,1.576,1.5929,1.5699,1.588,0
EUROMR,20170601,0.4286,0.4321,0.4286,0.4301,0
EURPAB,20170601,1.0904,1.0978,1.0904,1.0978,0
EURPEN,20170601,3.5729,3.687,3.5729,3.5921,0
EURPGK,20170601,3.4605,3.484,3.4605,3.484,0
EURPHP,20170601,55.522,55.942,55.47,55.691,0
EURPKR,20170601,117.19,117.19,115.95,116.107,0
EURPLN,20170601,4.1738,4.203,4.1691,4.1924,0
EURPYG,20170601,6112,6143.6,6112,6143.6,0
EURQAR,20170601,4.0644,4.0908,4.0644,4.0798,0
EURRON,20170601,4.5666,4.5693,4.5593,4.5643,0
EURRSD,20170601,122.443,122.546,122.212,122.304,0
EURRUB,20170601,63.3658,63.931,63.055,63.155,0
EURRWF,20170601,926.56,932.95,926.56,932.95,0
EURSAR,20170601,4.185,4.2158,4.185,4.2009,0
EURSCR,20170601,14.217,14.221,14.102,14.149,0
EURSEK,20170601,9.7504,9.7906,9.7318,9.734,0
EURSGD,20170601,1.5488,1.5578,1.5449,1.5549,0
EURSOS,20170601,605.2,609.5,605.2,609.5,0
EURSTD,20170601,24500,24500,24500,24500,0
EURSVC,20170601,9.52,9.59,9.52,9.59,0
EURSZL,20170601,14.4399,14.4647,14.4372,14.4372,0
EURTHB,20170601,38.109,38.408,37.946,38.293,0
EURTND,20170601,2.711,2.7456,2.6971,2.724,0
EURTRY,20170601,3.9683,3.9805,3.9479,3.9598,0
EURTTD,20170601,7.3565,7.4063,7.3565,7.4063,0
EURTWD,20170601,32.643,32.809,32.643,32.809,0
EURTZS,20170601,2443.99,2509.4,2443.99,2462.79,0
EURUAH,20170601,29.0624,29.2038,29.0624,29.2012,0
EURUGX,20170601,3975.9,3993.9,3975.9,3989.2,0
EURUSD,20170601,1.1173,1.1257,1.1164,1.1215,0
EURUYU,20170601,31.015,31.124,31.015,31.124,0
EURUZS,20170601,4288.77,4288.77,4277.35,4283.57,0
EURVEF,20170601,11.16,11.1635,11.16,11.1635,0
EURVND,20170601,24931,25096,24931,25096,0
EURXAF,20170601,655.957,655.957,655.957,655.957,0
EURXOF,20170601,655.957,655.957,655.957,655.957,0
EURXPF,20170601,119.26,119.26,119.26,119.26,0
EURYER,20170601,279.02,281.23,279.02,280.36,0
EURZAR,20170601,14.6473,14.8407,14.4158,14.4501,0
FJDGBP,20170601,0.3718,0.374,0.3696,0.3698,0
FJDUSD,20170601,0.4762,0.4817,0.4757,0.4763,0
GBPAED,20170601,4.7035,4.736,4.7008,4.7312,0
GBPALL,20170601,150.82,151.06,150.8,151.06,0
GBPARS,20170601,20.679,20.8361,20.6218,20.6795,0
GBPAUD,20170601,1.7174,1.7492,1.714,1.746,0
GBPBDT,20170601,101.09,102.16,101.09,102.16,0
GBPBGN,20170601,2.2338,2.2483,2.2302,2.2377,0
GBPBHD,20170601,0.4793,0.4825,0.4793,0.4825,0
GBPBIF,20170601,2171.5,2193.6,2171.5,2193.6,0
GBPBMD,20170601,1.2809,1.2905,1.2783,1.2886,0
GBPBND,20170601,1.7418,1.7891,1.7418,1.7582,0
GBPBRL,20170601,4.1709,4.1915,4.1405,4.1863,0
GBPBWP,20170601,12.976,13.047,12.976,13.047,0
GBPCAD,20170601,1.7254,1.7449,1.7174,1.7417,0
GBPCHF,20170601,1.2498,1.2537,1.2439,1.2513,0
GBPCLP,20170601,862.73,868.9,861.81,867.45,0
GBPCNH,20170601,8.744,8.767,8.66,8.71,0
GBPCNY,20170601,8.77,8.794,8.715,8.759,0
GBPCOP,20170601,3661.4,3691.3,3661.4,3691.3,0
GBPCRC,20170601,737.03,739.36,733.45,736.68,0
GBPCZK,20170601,30.331,30.365,30.086,30.237,0
GBPDJF,20170601,222.94,225.24,222.94,225.24,0
GBPDKK,20170601,8.526,8.565,8.497,8.548,0
GBPDOP,20170601,60.368,61.144,60.343,60.974,0
GBPDZD,20170601,138.41,139.06,138.4,139.04,0
GBPEGP,20170601,23.025,23.3253,23.025,23.1651,0
GBPETB,20170601,29.1,29.37,29.1,29.37,0
GBPEUR,20170601,1.1465,1.1514,1.1421,1.1492,0
GBPFJD,20170601,2.6617,2.6775,2.6467,2.6765,0
GBPGTQ,20170601,9.388,9.485,9.383,9.485,0
GBPHKD,20170601,9.983,10.069,9.947,10.04,0
GBPHNL,20170601,30.088,30.332,30.032,30.319,0
GBPHRK,20170601,8.5017,8.5278,8.4774,8.5142,0
GBPHTG,20170601,87.576,88.406,87.542,88.373,0
GBPHUF,20170601,352.6,354.2,351.1,353.4,0
GBPIDR,20170601,16776,17171,16774,16919,0
GBPILS,20170601,4.5368,4.5815,4.5267,4.5747,0
GBPINR,20170601,82.802,83.3034,82.3917,82.9421,0
GBPIQD,20170601,1457.7,1472.3,1457.7,1472.3,0
GBPISK,20170601,127.83,127.83,127.21,127.21,0
GBPJMD,20170601,164.29,165.95,164.29,165.95,0
GBPJOD,20170601,0.9062,0.9143,0.9062,0.9111,0
GBPJPY,20170601,141.968,143.698,141.486,143.611,0
GBPKES,20170601,130,133.5,130,131,0
GBPKRW,20170601,1439.2,1445.8,1429.1,1444,0
GBPKWD,20170601,0.3876,0.3903,0.3876,0.3901,0
GBPKZT,20170601,394.94,399.84,394.94,399.84,0
GBPLBP,20170601,1880.7,1892.7,1880.7,1892.7,0
GBPLKR,20170601,191.26,196.23,191.26,193.23,0
GBPLTL,20170601,4.4496,4.4496,4.4496,4.4496,0
GBPLVL,20170601,0.8482,0.8482,0.8482,0.8482,0
GBPMAD,20170601,12.178,12.221,12.134,12.217,0
GBPMUR,20170601,42.929,43.154,42.882,43.02,0
GBPMVR,20170601,19.815,19.815,19.782,19.782,0
GBPMWK,20170601,922.7,932.1,916.4,932.1,0
GBPMXN,20170601,23.977,24.155,23.818,24.026,0
GBPMYR,20170601,5.4834,5.5318,5.4722,5.5222,0
GBPNGN,20170601,416.93,419.31,405.39,405.58,0
GBPNIO,20170601,38.04,38.577,38.016,38.423,0
GBPNOK,20170601,10.822,10.9116,10.7929,10.8919,0
GBPNZD,20170601,1.8076,1.827,1.799,1.8249,0
GBPOMR,20170601,0.4915,0.4952,0.4912,0.4942,0
GBPPEN,20170601,4.202,4.222,4.1823,4.2196,0
GBPPGK,20170601,3.9621,4.0028,3.9621,4.0028,0
GBPPHP,20170601,63.663,64.243,63.57,63.987,0
GBPPKR,20170601,134.7,134.8,134.5,134.8,0
GBPPLN,20170601,4.7836,4.8318,4.7689,4.8179,0
GBPQAR,20170601,4.6618,4.6889,4.6603,4.6889,0
GBPRON,20170601,5.2375,5.2526,5.2188,5.2428,0
GBPRSD,20170601,140.37,140.79,139.65,140.52,0
GBPRUB,20170601,72.423,73.381,72.251,72.655,0
GBPSAR,20170601,4.7986,4.8399,4.7904,4.8262,0
GBPSCR,20170601,16.301,16.314,16.151,16.252,0
GBPSEK,20170601,11.1789,11.2294,11.1537,11.1871,0
GBPSGD,20170601,1.7756,1.7896,1.767,1.7864,0
GBPSZL,20170601,16.537,16.588,16.537,16.588,0
GBPTHB,20170601,43.7,44.1,43.5,44,0
GBPTND,20170601,3.1083,3.1558,3.0926,3.1284,0
GBPTRY,20170601,4.5493,4.5694,4.5212,4.5488,0
GBPTTD,20170601,8.425,8.478,8.425,8.478,0
GBPTWD,20170601,38.553,38.903,38.494,38.779,0
GBPTZS,20170601,2799,2884,2799,2827,0
GBPUAH,20170601,33.277,33.549,33.277,33.549,0
GBPUGX,20170601,4552,4583,4552,4583,0
GBPUSD,20170601,1.2809,1.292,1.2769,1.2886,0
GBPVND,20170601,28551,28834,28551,28834,0
GBPXAF,20170601,751.21,752.98,751.15,752.98,0
